question,gold_answer,sentence,span,prompt_sent_to_llm,llm_answer,QID_gold,type_gold,qid_gold_true,linked_qid,match,source_file,source_approach,model,retriever,document,retrieved_context_ids,retrieved_context_texts,vote_count,unique_qids,all_qids_voted,source_approaches,voting_algorithm,threshold,multi_valued_support,TP,FP,FN,entity_type,TN,precision,recall,f1
What is the family name of Vieuxtemps?,,"On his way to. Germany, through Holland, Vieuxtemps stopped at the Hague, which coming to the knowledge of His Majesty the King of Holland, that illustrious personage immediately sent for the eminent violinist, received him most graciously, and expressed his desire to hear the Concerto which Vieuxtemps has dedicated to him",Vieuxtemps,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Vieuxtemps""
Sentence: ""On his way to. Germany, through Holland, Vieuxtemps stopped at the Hague, which coming to the knowledge of His Majesty the King of Holland, that illustrious personage immediately sent for the eminent violinist, received him most graciously, and expressed his desire to hear the Concerto which Vieuxtemps has dedicated to him""
Question: ""What is the family name of Vieuxtemps?""

Answer:",Vieuxtemps,Q312790,person,Q115463514,Q115463514,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,14,1,Q115463514;Q115463514;Q115463514;Q115463514;Q115463514;Q115463514;Q115463514;Q115463514;Q115463514;Q115463514;Q115463514;Q115463514;Q115463514;Q115463514,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of Villiers Stanford?,,"The works selected by the Philharmonic. Society for the forthcoming season include Handel’s “Acis and Galatea,” Villiers Stanford’s fine choral ballad ‘The Revenge,” and Schubert’s cantata' ‘The Song of Miriam.”",Villiers Stanford,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Villiers Stanford""
Sentence: ""The works selected by the Philharmonic. Society for the forthcoming season include Handel’s “Acis and Galatea,” Villiers Stanford’s fine choral ballad ‘The Revenge,” and Schubert’s cantata' ‘The Song of Miriam.”""
Question: ""What is the family name of Villiers Stanford?""

Answer:",Stanford,Q368264,person,Q19691540,Q19691540,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,7,1,Q19691540;Q19691540;Q19691540;Q19691540;Q19691540;Q19691540;Q19691540,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of Vincent Novello?,,"Quoniam tu sanctus solus,” from his last Mass for Eight Voices, arranged from the full score, by Vincent Novello, Re.",Vincent Novello,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Vincent Novello""
Sentence: ""Quoniam tu sanctus solus,” from his last Mass for Eight Voices, arranged from the full score, by Vincent Novello, Re.""
Question: ""What is the family name of Vincent Novello?""

Answer:",Novello,Q2526705,person,Q21511693,Q21511693,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,7,1,Q21511693;Q21511693;Q21511693;Q21511693;Q21511693;Q21511693;Q21511693,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of Vinci?,,"Until the appearance of Lully’s overtures such a prelude was never thought of, and what is even more singular, by their novelty and excellence, they continued for a long time to hold their place and pre - eminence, and were played before operas composed by Vinci, Leo, and Pergolesi, nearly a century after the date of their original production.",Vinci,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Vinci""
Sentence: ""Until the appearance of Lully’s overtures such a prelude was never thought of, and what is even more singular, by their novelty and excellence, they continued for a long time to hold their place and pre - eminence, and were played before operas composed by Vinci, Leo, and Pergolesi, nearly a century after the date of their original production.""
Question: ""What is the family name of Vinci?""

Answer:",Vinci,Q29577,person,Q36856555,Q36856555,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,14,1,Q36856555;Q36856555;Q36856555;Q36856555;Q36856555;Q36856555;Q36856555;Q36856555;Q36856555;Q36856555;Q36856555;Q36856555;Q36856555;Q36856555,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of Viotti?,,"An unfortunate intrigue with a lady of royal birth, having obliged Jarnowick to quit France @ la sourdine, in the year 1780, his situation was filled by the incomparable Viotti, whom the author of Les Jardins, Delille, used to call the “Pindar of the Violin.”",Viotti,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Viotti""
Sentence: ""An unfortunate intrigue with a lady of royal birth, having obliged Jarnowick to quit France @ la sourdine, in the year 1780, his situation was filled by the incomparable Viotti, whom the author of Les Jardins, Delille, used to call the “Pindar of the Violin.”""
Question: ""What is the family name of Viotti?""

Answer:",Viotti,Q313188,person,Q21508362,Q21508362,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,14,1,Q21508362;Q21508362;Q21508362;Q21508362;Q21508362;Q21508362;Q21508362;Q21508362;Q21508362;Q21508362;Q21508362;Q21508362;Q21508362;Q21508362,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of Viscount Fitzwilliam?,,"There are few persons in this country, we apprehend, who are not now aware of the splendid donation made by the late Viscount Fitzwilliam to the University of Cambridge.",Viscount Fitzwilliam,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Viscount Fitzwilliam""
Sentence: ""There are few persons in this country, we apprehend, who are not now aware of the splendid donation made by the late Viscount Fitzwilliam to the University of Cambridge.""
Question: ""What is the family name of Viscount Fitzwilliam?""

Answer:",Fitzwilliam,Q7325692,person,Q55710649,,0,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,0,0,,ZS+RAG,Boyer-Moore-50pct,0.5,False,0,0,1,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of Vivaldi?,,"Scarlatti was the next composer of overtures. Then followed the Concerti grossi of Corelli and Vivaldi, and lastly the concertos and overtures of Handel, Bach, Jomelli, Porpora, and Bononcini, with others of less note.",Vivaldi,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""Vivaldi""
Sentence: ""Scarlatti was the next composer of overtures. Then followed the Concerti grossi of Corelli and Vivaldi, and lastly the concertos and overtures of Handel, Bach, Jomelli, Porpora, and Bononcini, with others of less note.""
Question: ""What is the family name of Vivaldi?""

Answer:",Vivaldi,Q1340,person,Q37452514,Q37452514,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,7,1,Q37452514;Q37452514;Q37452514;Q37452514;Q37452514;Q37452514;Q37452514,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of W. G. Cusins?,,"Baptiste Calkin, Boyton Smith, E. H. Thorne, W. G. Cusins, E. M. Delaborde, E. Silas, John Hullah, E. H. Turpin, Franz Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, R. Forsey Brion, and J. Tilleard.",W. G. Cusins,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""W. G. Cusins""
Sentence: ""Baptiste Calkin, Boyton Smith, E. H. Thorne, W. G. Cusins, E. M. Delaborde, E. Silas, John Hullah, E. H. Turpin, Franz Nava, F. E. Gladstone, C. W. Lavington, J. E. Richardson, R. Forsey Brion, and J. Tilleard.""
Question: ""What is the family name of W. G. Cusins?""

Answer:",Cusins,Q4208355,person,,,0,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,0,0,,ZS+RAG,Boyer-Moore-50pct,0.5,False,0,0,0,QID,1,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of W. H.- Cummings?,,"Mr. W. H.- Cummings, a most zealous musical antiquarian, as",W. H.- Cummings,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""W. H.- Cummings""
Sentence: ""Mr. W. H.- Cummings, a most zealous musical antiquarian, as""
Question: ""What is the family name of W. H.- Cummings?""

Answer:",Cummings,Q3827349,person,Q16865943,Q16865943,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,7,1,Q16865943;Q16865943;Q16865943;Q16865943;Q16865943;Q16865943;Q16865943,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
What is the family name of W. Sterndale Bennett?,,"Mr. W. Sterndale Bennett gave his second soirée on Monday evening, to a numerous, intelligent, and fashionable audience.",W. Sterndale Bennett,"Your task is to determine the family name (surname) of a given person occurring in a given sentence. Your answer MUST consist solely of the family name with no extra text. NOTE: The example below is for demonstration purposes only and should not influence your answer.

Example (for demonstration only):
Given the person ""Mr. Viotti"" occurring in the sentence ""Mr. Viotti had some share in the management of the King’s Theatre."",
answer the following question: ""What is the family name of Mr. Viotti?""
Answer: Viotti

Now, given the following inputs:
Person: ""W. Sterndale Bennett""
Sentence: ""Mr. W. Sterndale Bennett gave his second soirée on Monday evening, to a numerous, intelligent, and fashionable audience.""
Question: ""What is the family name of W. Sterndale Bennett?""

Answer:",Bennett,Q201164,person,Q449411,Q449411,1,QA_FamilyName_QID_noctx_openrouter_openai_gpt-4o-mini_20250507_linked.csv,ZS,openai_gpt-4o-mini,,,,,7,1,Q449411;Q449411;Q449411;Q449411;Q449411;Q449411;Q449411,ZS+RAG,Boyer-Moore-50pct,0.5,False,1,0,0,QID,0,0.8841870824053452,0.8322851153039832,0.8574514038876889
